mmsi,split,kind
251092000,Training,Trawler
251160110,Training,Longliner
251211110,Training,Longliner
251230110,Training,Purse seine
251240110,Training,Trawler
251391000,Training,Purse seine
251531110,Training,Longliner
251537110,Training,Longliner
251547110,Training,Tug
251774110,Training,Passenger
251802110,Training,Longliner
251845670,Training,Passenger
253211000,Training,Supply
253219000,Training,Supply
253260000,Training,Supply
253374000,Training,Supply
253379000,Training,Supply
253396000,Training,Cargo/Tanker
253405000,Test,Supply
253407000,Training,Supply
253416000,Training,Cargo/Tanker
253434000,Test,Tug
253441000,Training,Supply
253463000,Training,Supply
253464000,Training,Supply
253503000,Training,Passenger
253538000,Training,Supply
254450000,Training,Passenger
255401370,Training,Purse seine
255401690,Training,Longliner
255402890,Training,Longliner
255801360,Training,Tug
255801960,Training,Tug
255802650,Test,Cargo/Tanker
255804670,Training,Passenger
255805490,Training,Passenger
255911660,Training,Passenger
256000113,Training,Tug
256000127,Training,Passenger
256000214,Training,Supply
256000325,Training,Trawler
256000655,Test,Trawler
256000930,Training,Passenger
256008000,Training,Tug
256011000,Training,Tug
256023000,Training,Supply
256135000,Training,Supply
256164000,Training,Cargo/Tanker
256233000,Training,Passenger
256373000,Training,Passenger
256375000,Training,Passenger
256381000,Training,Tug
256404000,Training,Passenger
256407000,Training,Supply
256414000,Training,Passenger
256417000,Training,Passenger
256419000,Training,Passenger
256420000,Training,Passenger
256438000,Training,Tug
256495000,Training,Cargo/Tanker
256530000,Training,Supply
256561000,Training,Passenger
256660000,Training,Supply
256667000,Training,Passenger
256723000,Training,Passenger
256774000,Training,Tug
256796000,Training,Passenger
256798000,Training,Cargo/Tanker
256815000,Training,Cargo/Tanker
256895000,Training,Passenger
256939000,Training,Tug
256943000,Training,Tug
257003800,Training,Salvage
257005300,Test,Salvage
257005600,Training,Passenger
257006000,Training,Supply
257015500,Training,Salvage
257015900,Training,Passenger
257017700,Training,Passenger
257020500,Training,Supply
257022600,Training,Salvage
257022900,Test,Salvage
257022940,Training,Salvage
257024500,Training,Salvage
257029000,Training,Salvage
257033400,Training,Salvage
257033700,Training,Passenger
257041400,Training,Salvage
257050800,Training,Salvage
257051700,Training,Passenger
257054000,Training,Salvage
257058500,Training,Salvage
257058700,Training,Passenger
257061400,Training,Salvage
257063700,Test,Salvage
257066700,Training,Passenger
257070600,Training,Salvage
257076000,Training,Supply
257078500,Test,Salvage
257079600,Test,Tug
257082600,Training,Salvage
257084000,Training,Supply
257084200,Training,Salvage
257084600,Training,Tug
257085000,Training,Supply
257088000,Training,Supply
257092500,Training,Supply
257092800,Training,Salvage
257093600,Test,Salvage
257094600,Training,Tug
257101500,Training,Salvage
257102800,Training,Salvage
257104720,Training,Passenger
257106900,Training,Salvage
257107000,Training,Tug
257109000,Test,Passenger
257112600,Training,Salvage
257112900,Training,Salvage
257114600,Training,Passenger
257117000,Test,Supply
257118000,Training,Supply
257118700,Test,Salvage
257120600,Training,Salvage
257122600,Training,Salvage
257123600,Training,Tug
257123800,Training,Salvage
257123900,Training,Salvage
257126600,Training,Salvage
257126800,Training,Tug
257127700,Training,Salvage
257128500,Test,Salvage
257129500,Training,Salvage
257130600,Training,Salvage
257131000,Training,Supply
257132000,Training,Supply
257133600,Training,Passenger
257137700,Training,Passenger
257142400,Training,Tug
257142900,Training,Salvage
257144400,Training,Tug
257148900,Training,Salvage
257149000,Training,Purse seine
257156700,Training,Salvage
257158000,Training,Supply
257163500,Training,Salvage
257164600,Training,Supply
257165800,Test,Salvage
257169900,Training,Salvage
257171900,Training,Salvage
257172000,Training,Tug
257172800,Training,Salvage
257179700,Training,Salvage
257181500,Training,Salvage
257182500,Training,Salvage
257186000,Test,Supply
257191900,Training,Salvage
257194500,Training,Salvage
257195900,Training,Salvage
257196500,Test,Salvage
257199500,Training,Salvage
257200000,Test,Passenger
257201500,Training,Salvage
257201800,Training,Salvage
257202600,Training,Salvage
257202800,Training,Passenger
257202900,Training,Salvage
257205500,Training,Tug
257207400,Training,Passenger
257207500,Training,Salvage
257210400,Training,Passenger
257210700,Training,Passenger
257211000,Training,Supply
257212000,Training,Supply
257214600,Training,Salvage
257216000,Training,Tug
257216700,Training,Passenger
257218500,Test,Salvage
257220400,Training,Passenger
257225000,Training,Longliner
257226500,Training,Salvage
257227000,Training,Salvage
257230500,Training,Salvage
257232000,Training,Supply
257235900,Training,Salvage
257237900,Training,Tug
257238500,Test,Salvage
257240600,Training,Salvage
257242600,Training,Salvage
257243000,Training,Supply
257243800,Training,Salvage
257244400,Training,Passenger
257244500,Training,Tug
257244600,Training,Passenger
257245900,Training,Tug
257246500,Training,Salvage
257246800,Training,Salvage
257247600,Training,Salvage
257249000,Training,Passenger
257252500,Training,Salvage
257252800,Test,Salvage
257253500,Training,Salvage
257256400,Training,Passenger
257257000,Training,Supply
257258700,Training,Passenger
257261500,Training,Salvage
257261800,Training,Salvage
257264500,Training,Salvage
257264600,Training,Salvage
257266600,Training,Passenger
257267400,Training,Passenger
257267500,Training,Salvage
257268900,Training,Salvage
257269500,Training,Tug
257270000,Test,Supply
257270700,Training,Salvage
257272600,Training,Salvage
257273800,Training,Salvage
257274000,Training,Passenger
257275700,Training,Salvage
257275800,Training,Salvage
257277500,Training,Passenger
257278000,Training,Supply
257278600,Training,Passenger
257280400,Test,Passenger
257282000,Training,Supply
257283000,Training,Supply
257285900,Training,Passenger
257286000,Training,Supply
257289400,Test,Passenger
257289900,Training,Salvage
257291700,Training,Passenger
257292400,Training,Passenger
257293400,Training,Passenger
257293500,Training,Salvage
257293700,Training,Salvage
257294000,Training,Supply
257294500,Training,Salvage
257295000,Training,Supply
257303700,Training,Passenger
257306000,Training,Supply
257307500,Training,Salvage
257310000,Test,Cargo/Tanker
257315400,Training,Passenger
257317900,Test,Passenger
257322400,Training,Passenger
257333000,Test,Passenger
257333600,Training,Supply
257338800,Training,Salvage
257339400,Training,Passenger
257345700,Training,Passenger
257348400,Training,Passenger
257351500,Training,Tug
257354400,Training,Passenger
257357900,Training,Passenger
257366000,Training,Cargo/Tanker
257368400,Training,Passenger
257368700,Training,Salvage
257368800,Training,Tug
257368900,Training,Passenger
257370500,Training,Tug
257371500,Training,Salvage
257371800,Training,Tug
257373400,Training,Passenger
257380800,Training,Tug
257381400,Training,Passenger
257382500,Training,Salvage
257383400,Test,Passenger
257387800,Training,Salvage
257389400,Test,Passenger
257389600,Training,Salvage
257390000,Training,Supply
257390400,Training,Passenger
257390500,Training,Salvage
257390700,Training,Passenger
257390900,Training,Passenger
257391900,Training,Salvage
257392500,Training,Salvage
257393500,Training,Salvage
257394500,Training,Salvage
257397400,Training,Passenger
257398700,Training,Passenger
257409900,Training,Salvage
257411000,Training,Supply
257413900,Training,Tug
257415000,Training,Tug
257417500,Test,Passenger
257419000,Training,Supply
257429900,Training,Passenger
257446000,Training,Tug
257452700,Training,Salvage
257461000,Test,Tug
257463000,Test,Supply
257465800,Test,Salvage
257468000,Training,Supply
257471900,Training,Salvage
257472000,Training,Supply
257479500,Training,Salvage
257485800,Training,Salvage
257493800,Training,Salvage
257494000,Training,Tug
257494700,Test,Salvage
257496600,Training,Salvage
257497700,Training,Salvage
257498000,Training,Supply
257499700,Training,Salvage
257500070,Training,Passenger
257502700,Training,Salvage
257504700,Training,Salvage
257505210,Training,Passenger
257506700,Training,Passenger
257507800,Training,Salvage
257509700,Training,Salvage
257510500,Training,Salvage
257511700,Training,Salvage
257514500,Training,Salvage
257514670,Training,Passenger
257515600,Training,Salvage
257515800,Training,Salvage
257516800,Training,Salvage
257526700,Training,Salvage
257527800,Training,Salvage
257531420,Test,Passenger
257531800,Training,Salvage
257532180,Training,Passenger
257534600,Test,Salvage
257534700,Training,Salvage
257534800,Training,Salvage
257534940,Training,Passenger
257538800,Training,Salvage
257539600,Training,Salvage
257542780,Training,Passenger
257550390,Training,Passenger
257553600,Training,Salvage
257554000,Training,Tug
257556500,Test,Salvage
257556700,Training,Salvage
257556800,Test,Salvage
257557700,Training,Salvage
257558700,Training,Salvage
257563910,Training,Passenger
257564700,Training,Salvage
257565700,Training,Salvage
257565800,Training,Salvage
257566700,Test,Salvage
257567700,Training,Salvage
257568420,Training,Passenger
257568500,Training,Salvage
257570700,Training,Salvage
257571490,Training,Passenger
257572900,Training,Passenger
257573160,Training,Passenger
257574000,Training,Supply
257576380,Training,Passenger
257577000,Training,Supply
257577900,Training,Salvage
257579070,Training,Passenger
257580900,Test,Salvage
257583000,Test,Supply
257584490,Training,Passenger
257585700,Training,Salvage
257586700,Training,Salvage
257587000,Test,Supply
257590750,Training,Passenger
257593090,Training,Passenger
257596700,Training,Salvage
257597000,Training,Supply
257599000,Training,Supply
257599030,Training,Passenger
257599800,Training,Salvage
257599900,Training,Salvage
257601900,Training,Salvage
257603000,Training,Passenger
257603700,Training,Salvage
257603800,Training,Salvage
257604800,Training,Salvage
257604900,Training,Salvage
257607790,Training,Passenger
257609700,Training,Salvage
257609800,Training,Salvage
257610800,Training,Salvage
257613800,Training,Salvage
257614800,Training,Salvage
257615800,Training,Salvage
257617470,Training,Passenger
257619800,Training,Salvage
257622800,Training,Salvage
257622900,Test,Salvage
257629500,Test,Purse seine
257630840,Training,Passenger
257634800,Test,Salvage
257638000,Training,Supply
257640700,Training,Salvage
257641000,Training,Salvage
257641600,Training,Salvage
257641700,Training,Salvage
257645000,Training,Tug
257645900,Training,Salvage
257647600,Training,Salvage
257649700,Training,Salvage
257652600,Training,Salvage
257653600,Training,Salvage
257653700,Training,Salvage
257653900,Training,Salvage
257654700,Training,Salvage
257655700,Training,Salvage
257656290,Test,Passenger
257658700,Training,Salvage
257658800,Training,Tug
257659600,Training,Salvage
257660600,Training,Salvage
257660700,Training,Salvage
257661600,Training,Salvage
257661800,Training,Salvage
257662000,Training,Supply
257662190,Training,Passenger
257663800,Training,Salvage
257665800,Training,Salvage
257667800,Training,Salvage
257671900,Training,Salvage
257673500,Training,Salvage
257673600,Training,Salvage
257674030,Training,Passenger
257674490,Training,Passenger
257674600,Training,Salvage
257676500,Training,Salvage
257676970,Training,Passenger
257677700,Training,Salvage
257677900,Training,Salvage
257678700,Training,Salvage
257682700,Training,Salvage
257682800,Training,Salvage
257683800,Training,Salvage
257685980,Training,Passenger
257687600,Training,Salvage
257687700,Training,Salvage
257688600,Test,Salvage
257688700,Training,Salvage
257692000,Training,Supply
257694600,Training,Salvage
257694700,Test,Salvage
257694800,Training,Salvage
257696700,Training,Salvage
257696800,Training,Salvage
257699900,Training,Salvage
257702500,Training,Salvage
257702600,Training,Salvage
257704370,Training,Passenger
257704600,Training,Salvage
257711990,Training,Passenger
257723000,Training,Supply
257723700,Training,Salvage
257723800,Training,Salvage
257724900,Training,Salvage
257727700,Training,Salvage
257728670,Test,Salvage
257728800,Training,Salvage
257729390,Training,Passenger
257729600,Training,Salvage
257730700,Test,Salvage
257730800,Training,Salvage
257732000,Training,Supply
257732900,Training,Salvage
257733900,Training,Salvage
257734600,Training,Salvage
257735700,Training,Salvage
257735800,Training,Salvage
257739610,Training,Passenger
257740500,Training,Salvage
257742800,Training,Salvage
257743330,Training,Passenger
257743600,Training,Salvage
257743700,Training,Salvage
257744900,Training,Salvage
257753500,Training,Passenger
257757970,Test,Passenger
257758000,Training,Cargo/Tanker
257759900,Training,Salvage
257763500,Training,Salvage
257763700,Training,Salvage
257764260,Training,Passenger
257764900,Training,Tug
257765000,Training,Supply
257765290,Training,Passenger
257772700,Training,Salvage
257772800,Training,Salvage
257773600,Training,Salvage
257773900,Training,Salvage
257774900,Test,Salvage
257775600,Test,Salvage
257775700,Training,Salvage
257777600,Training,Salvage
257779980,Training,Passenger
257781900,Training,Salvage
257782600,Training,Salvage
257782800,Training,Salvage
257783080,Training,Passenger
257785980,Training,Passenger
257786000,Training,Supply
257789800,Training,Salvage
257791290,Training,Salvage
257793000,Training,Supply
257796500,Training,Salvage
257797500,Training,Salvage
257800900,Training,Salvage
257802480,Training,Passenger
257803080,Training,Passenger
257804600,Training,Salvage
257809530,Training,Passenger
257809690,Training,Passenger
257809900,Test,Salvage
257811430,Training,Passenger
257814700,Training,Salvage
257822800,Training,Salvage
257823000,Training,Supply
257825000,Training,Supply
257827000,Test,Tug
257831900,Training,Passenger
257836600,Training,Salvage
257837700,Training,Salvage
257839500,Training,Salvage
257840870,Training,Passenger
257841000,Test,Supply
257841010,Training,Passenger
257842890,Training,Passenger
257845980,Training,Passenger
257846700,Training,Salvage
257847900,Training,Salvage
257848900,Training,Supply
257855790,Training,Passenger
257857690,Test,Passenger
257857900,Training,Salvage
257858000,Test,Passenger
257860800,Training,Salvage
257861490,Training,Passenger
257861700,Training,Salvage
257865490,Training,Salvage
257865700,Training,Salvage
