mmsi,dataset,label
235075032,Training,Passenger
235075355,Training,Trawler
235076242,Test,Trawler
235076412,Test,Passenger
235076457,Training,Trawler
235076636,Test,Trawler
235076687,Training,Trawler
235076734,Training,Cargo/Tanker
235076743,Training,Trawler
235076847,Test,Cargo/Tanker
235076932,Test,Passenger
235077000,Training,Trawler
235077317,Training,Trawler
235077608,Test,Trawler
235077745,Test,Passenger
235078471,Training,Pots and traps
235078541,Training,Pots and traps
235078558,Test,Trawler
235079725,Test,Cargo/Tanker
235079813,Test,Passenger
235080649,Training,Trawler
235080733,Training,Passenger
235081025,Training,Pots and traps
235081146,Test,Passenger
235081665,Training,Cargo/Tanker
235081732,Training,Trawler
235081915,Test,Pots and traps
235081957,Training,Cargo/Tanker
235082365,Training,Trawler
235082849,Training,Trawler
235083476,Training,Cargo/Tanker
235083804,Training,Passenger
235084084,Test,Passenger
235084107,Training,Cargo/Tanker
235084199,Test,Purse seine
235084501,Test,Cargo/Tanker
235084726,Training,Trawler
235085663,Test,Passenger
235085681,Training,Cargo/Tanker
235085776,Test,Pots and traps
235086094,Training,Pots and traps
235086113,Test,Cargo/Tanker
235086341,Training,Pots and traps
235086374,Test,Passenger
235086877,Training,Passenger
235087563,Test,Trawler
235087579,Training,Cargo/Tanker
235087635,Training,Trawler
235088008,Training,Trawler
235088014,Test,Trawler
235088807,Test,Trawler
235089043,Training,Trawler
235089496,Test,Trawler
235089665,Training,Trawler
235089701,Training,Passenger
235090079,Test,Cargo/Tanker
235090183,Training,Cargo/Tanker
235090189,Test,Trawler
235090316,Training,Passenger
235090415,Training,Pots and traps
235092375,Training,Pots and traps
235092453,Test,Cargo/Tanker
235093015,Training,Trawler
235095109,Training,Pots and traps
235095135,Training,Passenger
235095162,Training,Cargo/Tanker
235095629,Test,Cargo/Tanker
235095849,Test,Trawler
235096106,Training,Trawler
235096263,Test,Pots and traps
235096368,Training,Trawler
235096863,Training,Trawler
235096987,Training,Trawler
235097217,Test,Pots and traps
235098256,Training,Trawler
235098956,Training,Trawler
235099592,Test,Pots and traps
235099968,Test,Passenger
235100159,Test,Pots and traps
235100377,Training,Cargo/Tanker
235100414,Test,Trawler
235101187,Test,Trawler
235102465,Training,Cargo/Tanker
235102697,Training,Trawler
235103000,Test,Trawler
235103069,Test,Trawler
235103197,Training,Trawler
235103397,Test,Trawler
235103398,Training,Trawler
235103683,Test,Trawler
235103721,Training,Cargo/Tanker
235103824,Test,Trawler
235105005,Training,Pots and traps
235105197,Training,Cargo/Tanker
235105524,Training,Pots and traps
235105723,Training,Pots and traps
235105753,Training,Pots and traps
235106049,Training,Trawler
235108949,Test,Passenger
235110013,Training,Trawler
235112317,Training,Trawler
235112769,Training,Trawler
235113439,Training,Pots and traps
235113838,Training,Seismic
235115000,Training,Cargo/Tanker
235118000,Test,Trawler
235134000,Test,Cargo/Tanker
235166000,Training,Trawler
235307000,Training,Cargo/Tanker
235338000,Test,Seismic
235374000,Test,Cargo/Tanker
235496000,Training,Cargo/Tanker
235620000,Training,Cargo/Tanker
235627000,Training,Trawler
235630000,Training,Cargo/Tanker
235637000,Training,Cargo/Tanker
235666000,Training,Cargo/Tanker
235672000,Training,Trawler
235673000,Training,Trawler
235674000,Training,Trawler
235739000,Test,Passenger
235746000,Test,Trawler
235778000,Training,Cargo/Tanker
235799000,Test,Trawler
235838000,Training,Trawler
236107000,Training,Cargo/Tanker
236111476,Test,Cargo/Tanker
236111477,Test,Cargo/Tanker
236111696,Test,Cargo/Tanker
236111757,Test,Cargo/Tanker
236111851,Training,Seismic
236111881,Training,Cargo/Tanker
236111884,Training,Cargo/Tanker
236111886,Test,Cargo/Tanker
236111887,Training,Cargo/Tanker
236111888,Test,Cargo/Tanker
236111893,Training,Cargo/Tanker
236111894,Training,Cargo/Tanker
236111902,Test,Seismic
236165000,Training,Cargo/Tanker
236213000,Training,Cargo/Tanker
236263000,Test,Cargo/Tanker
236333000,Training,Cargo/Tanker
236335000,Test,Cargo/Tanker
236342000,Training,Cargo/Tanker
236343000,Training,Cargo/Tanker
236362000,Test,Cargo/Tanker
236363000,Test,Cargo/Tanker
236379000,Test,Cargo/Tanker
236385000,Training,Cargo/Tanker
236399000,Test,Cargo/Tanker
236403000,Test,Seismic
236414000,Training,Cargo/Tanker
236481000,Training,Cargo/Tanker
236483000,Test,Seismic
236502000,Training,Cargo/Tanker
236511000,Training,Cargo/Tanker
236518000,Training,Cargo/Tanker
236522000,Training,Cargo/Tanker
236529000,Training,Cargo/Tanker
236538000,Training,Seismic
236597000,Training,Cargo/Tanker
236598000,Test,Cargo/Tanker
237009900,Training,Cargo/Tanker
237011000,Training,Trawler
237014000,Test,Trawler
237017200,Training,Cargo/Tanker
237027000,Test,Trawler
237029000,Training,Trawler
237046000,Training,Trawler
237050000,Training,Trawler
237058000,Test,Trawler
237059000,Test,Trawler
237063000,Test,Trawler
237108000,Training,Purse seine
237127000,Test,Trawler
237131000,Test,Trawler
237149000,Test,Trawler
237151000,Test,Trawler
237155000,Training,Trawler
237161000,Test,Trawler
237163000,Training,Trawler
237164000,Test,Trawler
237168000,Training,Trawler
237171000,Training,Trawler
237175000,Training,Trawler
237178000,Training,Trawler
237180000,Training,Trawler
237183800,Test,Cargo/Tanker
237190000,Training,Trawler
237205000,Training,Trawler
237206000,Training,Trawler
237214000,Test,Purse seine
237215000,Test,Trawler
237218000,Training,Trawler
237220000,Training,Trawler
237221000,Training,Trawler
237228000,Training,Trawler
237248000,Test,Trawler
237255000,Training,Purse seine
237256000,Training,Trawler
237262000,Training,Trawler
237287000,Training,Trawler
237291000,Training,Trawler
237292000,Test,Trawler
237295000,Training,Trawler
237299000,Training,Trawler
237302000,Test,Trawler
237312000,Training,Trawler
237316000,Training,Trawler
237318000,Test,Trawler
237327000,Training,Cargo/Tanker
237329000,Training,Trawler
237334000,Training,Trawler
237335000,Training,Trawler
237337000,Training,Trawler
237343000,Training,Trawler
237346000,Test,Trawler
237347000,Training,Trawler
237348000,Test,Trawler
237366000,Test,Trawler
237371000,Training,Trawler
237382000,Test,Trawler
237383000,Training,Trawler
237390000,Training,Trawler
237401000,Training,Trawler
237402000,Training,Trawler
237418000,Test,Trawler
237430000,Training,Trawler
237431000,Test,Trawler
237435000,Training,Purse seine
237441000,Test,Trawler
237444000,Test,Trawler
237445000,Training,Trawler
237446000,Test,Trawler
237448000,Test,Trawler
237450000,Training,Trawler
237453000,Training,Trawler
237456000,Training,Trawler
237457000,Test,Trawler
237470000,Test,Trawler
237478000,Test,Trawler
237482000,Training,Trawler
237484000,Training,Trawler
237506000,Training,Trawler
237516000,Test,Trawler
237517000,Training,Trawler
237525000,Training,Trawler
237526000,Test,Trawler
237534000,Training,Trawler
237535000,Training,Trawler
237536000,Training,Trawler
237538000,Test,Trawler
237540000,Test,Trawler
237544000,Test,Purse seine
237552000,Training,Trawler
237553000,Test,Purse seine
237562000,Test,Trawler
237565000,Training,Trawler
237566000,Test,Trawler
237570000,Test,Trawler
237589000,Training,Trawler
237591000,Training,Trawler
237599000,Test,Trawler
237604000,Training,Trawler
237610000,Training,Trawler
237613000,Test,Trawler
237618000,Training,Trawler
237624000,Test,Trawler
237625000,Test,Trawler
237632800,Training,Passenger
237654000,Test,Trawler
237656000,Training,Trawler
237662000,Test,Trawler
237687000,Training,Purse seine
237697000,Training,Trawler
237698000,Test,Trawler
237699000,Training,Trawler
237801000,Training,Trawler
237802000,Training,Trawler
237805000,Test,Trawler
237809000,Training,Trawler
237852000,Training,Trawler
237876000,Training,Trawler
237880000,Training,Trawler
237885000,Training,Trawler
237887000,Test,Trawler
237889000,Test,Trawler
237900000,Test,Trawler
237905000,Training,Trawler
237911000,Test,Trawler
237914000,Training,Trawler
237924000,Test,Trawler
237930000,Test,Trawler
237958000,Training,Purse seine
237959000,Training,Purse seine
237962000,Test,Purse seine
237963000,Test,Purse seine
237968000,Test,Purse seine
237980000,Training,Purse seine
237993000,Test,Purse seine
237994000,Test,Purse seine
238000001,Test,Trawler
238000005,Training,Trawler
238001340,Training,Purse seine
238010340,Training,Purse seine
238014840,Training,Trawler
238016640,Training,Purse seine
238017240,Test,Passenger
238017840,Training,Trawler
238019940,Test,Trawler
238037040,Training,Purse seine
238102540,Test,Purse seine
238103440,Training,Purse seine
238111111,Training,Purse seine
238114940,Test,Purse seine
238116740,Test,Purse seine
238116840,Test,Purse seine
238117140,Training,Trawler
238117240,Test,Trawler
238117940,Test,Purse seine
238123456,Test,Trawler
238150000,Test,Purse seine
238152840,Training,Purse seine
238161640,Training,Purse seine
238162240,Training,Trawler
238180540,Training,Purse seine
238192340,Test,Purse seine
238197240,Test,Trawler
238217440,Training,Purse seine
238234000,Test,Cargo/Tanker
238260000,Test,Cargo/Tanker
238263000,Training,Cargo/Tanker
238264000,Training,Cargo/Tanker
238277740,Test,Trawler
238279740,Training,Purse seine
238281140,Test,Purse seine
238288740,Test,Purse seine
238294140,Training,Purse seine
238299299,Training,Purse seine
238303000,Test,Cargo/Tanker
238308040,Test,Purse seine
238309540,Test,Purse seine
238316240,Training,Purse seine
238316440,Training,Trawler
238337540,Training,Trawler
238361240,Test,Purse seine
238361340,Training,Trawler
238366440,Training,Purse seine
238369040,Test,Purse seine
238390540,Training,Purse seine
238400640,Training,Trawler
238400840,Training,Purse seine
238403040,Test,Purse seine
238411040,Test,Purse seine
238413540,Test,Trawler
238416040,Training,Purse seine
238420640,Training,Purse seine
238429040,Test,Trawler
238443140,Training,Trawler
238443406,Training,Purse seine
238451240,Training,Trawler
238469740,Test,Purse seine
238469840,Training,Purse seine
238506240,Test,Trawler
238536710,Training,Trawler
238547610,Training,Trawler
238561110,Training,Purse seine
238572410,Training,Purse seine
238581110,Training,Trawler
238582510,Test,Purse seine
238583910,Training,Purse seine
238592410,Training,Trawler
238598010,Test,Trawler
238604010,Test,Purse seine
238613210,Training,Purse seine
238621140,Training,Purse seine
238621810,Training,Purse seine
238622240,Training,Purse seine
238622310,Test,Purse seine
238623740,Training,Purse seine
238624910,Test,Purse seine
238625240,Training,Trawler
238644110,Test,Purse seine
238647310,Training,Purse seine
238649510,Training,Trawler
238654610,Training,Trawler
238673640,Test,Purse seine
238743340,Test,Purse seine
238744540,Test,Purse seine
238751940,Test,Purse seine
238752140,Test,Purse seine
238752740,Training,Purse seine
238757740,Test,Trawler
238764940,Training,Purse seine
238765040,Training,Purse seine
238769140,Test,Purse seine
238770640,Training,Purse seine
238771340,Test,Purse seine
238778540,Test,Purse seine
238790840,Test,Trawler
238791540,Test,Trawler
238791640,Training,Trawler
238794240,Training,Purse seine
238795940,Test,Trawler
238798340,Test,Trawler
238825840,Test,Purse seine
238836740,Training,Purse seine
238837240,Training,Purse seine
238838740,Training,Purse seine
238880340,Training,Purse seine
238882640,Training,Purse seine
238892340,Training,Purse seine
238898940,Training,Trawler
238899140,Training,Purse seine
238899240,Test,Purse seine
238900840,Test,Purse seine
238902840,Test,Purse seine
238905540,Training,Purse seine
238909140,Test,Purse seine
238914540,Training,Purse seine
238939940,Training,Purse seine
238947740,Test,Trawler
238955240,Training,Trawler
238955340,Training,Purse seine
238957040,Test,Purse seine
238958248,Test,Purse seine
238961610,Training,Trawler
238963340,Training,Purse seine
238972240,Training,Trawler
238975610,Training,Purse seine
238982010,Training,Purse seine
238983610,Test,Trawler
238984610,Test,Trawler
238988810,Training,Purse seine
238989740,Training,Purse seine
238990110,Training,Purse seine
238993240,Training,Purse seine
238998210,Training,Trawler
239013000,Training,Trawler
239022000,Training,Purse seine
239023000,Test,Purse seine
239031000,Test,Purse seine
239044000,Training,Purse seine
239050000,Test,Purse seine
239053000,Training,Purse seine
239066000,Training,Purse seine
239083000,Test,Purse seine
239088000,Test,Purse seine
239094000,Training,Purse seine
239097000,Training,Purse seine
239098000,Training,Purse seine
239100000,Test,Purse seine
239101000,Test,Purse seine
239116000,Training,Purse seine
239117000,Test,Purse seine
239118000,Training,Purse seine
239120000,Test,Purse seine
239122000,Test,Trawler
239128000,Test,Purse seine
239130000,Training,Purse seine
239132000,Test,Purse seine
239139000,Test,Purse seine
239143000,Training,Purse seine
239155000,Training,Purse seine
239174000,Test,Purse seine
239178000,Training,Purse seine
239222000,Training,Purse seine
239236000,Training,Purse seine
239240000,Training,Purse seine
239253000,Training,Purse seine
239266000,Training,Purse seine
239272000,Training,Purse seine
239296000,Test,Purse seine
239315000,Training,Purse seine
239330000,Test,Trawler
239331000,Training,Purse seine
239344000,Test,Purse seine
239383000,Training,Trawler
239400000,Training,Purse seine
239409000,Training,Purse seine
239436000,Training,Purse seine
239462000,Training,Purse seine
239479000,Test,Purse seine
239526000,Training,Purse seine
239565000,Training,Purse seine
239574000,Training,Cargo/Tanker
239599000,Test,Purse seine
239707000,Training,Purse seine
239741000,Training,Cargo/Tanker
239750000,Training,Trawler
239845000,Test,Trawler
239883000,Training,Cargo/Tanker
239912000,Training,Cargo/Tanker
239977000,Training,Purse seine
240020000,Training,Purse seine
240021000,Training,Trawler
240044000,Training,Cargo/Tanker
240061000,Test,Cargo/Tanker
240067000,Training,Cargo/Tanker
240096000,Test,Trawler
240099000,Training,Trawler
240102000,Training,Trawler
240104000,Training,Trawler
240105000,Test,Trawler
240107000,Test,Trawler
240111000,Training,Cargo/Tanker
240112000,Test,Trawler
240120000,Test,Trawler
240127000,Training,Cargo/Tanker
240131000,Test,Trawler
240137000,Training,Trawler
240148000,Training,Cargo/Tanker
240150000,Test,Trawler
240153000,Training,Trawler
240164000,Training,Purse seine
240219000,Training,Purse seine
240220000,Test,Purse seine
240229000,Test,Trawler
240231000,Training,Purse seine
240234000,Test,Purse seine
240238000,Training,Trawler
240248000,Training,Purse seine
240251000,Test,Purse seine
240275000,Training,Cargo/Tanker
240280000,Training,Trawler
240281000,Training,Purse seine
240298000,Training,Purse seine
240304000,Training,Purse seine
240314000,Training,Trawler
240315000,Training,Purse seine
240324000,Training,Purse seine
240337000,Test,Trawler
240374000,Training,Purse seine
240384000,Test,Purse seine
240387000,Training,Purse seine
240418000,Training,Purse seine
240419000,Test,Purse seine
240427000,Training,Trawler
240428000,Test,Trawler
240429000,Test,Trawler
240430000,Test,Trawler
240437000,Training,Cargo/Tanker
240438000,Training,Cargo/Tanker
240440000,Training,Trawler
240485000,Training,Cargo/Tanker
240570000,Training,Trawler
240584000,Test,Cargo/Tanker
240588000,Test,Trawler
240593000,Training,Cargo/Tanker
240632000,Training,Purse seine
240657000,Test,Cargo/Tanker
240705000,Training,Trawler
240707000,Training,Trawler
240708000,Test,Cargo/Tanker
240737000,Training,Purse seine
240775000,Test,Cargo/Tanker
240802000,Training,Trawler
240825000,Training,Cargo/Tanker
240827000,Training,Cargo/Tanker
