mmsi,fishing,label,sublabel,length,tonnage,list_sources
237802000,Fishing,Trawlers,,29.559999999999999,128.0,eu;itu
237802800,Fishing,,,,,itu
237804100,Fishing,,,,,itu
237805000,Fishing,Trawlers,,28.899999999999999,138.0,eu;itu
237806000,Fishing,,,,,itu
237809000,Fishing,Trawlers,,25.899999999999999,87.0,eu;itu
237809200,Fishing,,,,,itu
237810000,Fishing,,,,,itu
237811600,Fishing,,,,,itu
237812400,Fishing,,,,,itu
237813000,Fishing,,,,,itu
237814000,Fishing,,,21.600000000000001,70.0,eu;itu
237814100,Fishing,,,,,itu
237814400,Fishing,,,,4.0,itu
237814700,Fishing,,,,,itu
237815000,Fishing,,,,,itu
237816500,Fishing,,,,,itu
237816900,Fishing,,,,,itu
237821100,Fishing,,,,,itu
237821200,Fishing,,,,8.0,itu
237823100,Fishing,,,,,itu
237824500,Fishing,,,,,itu
237828300,Fishing,,,,,itu
237828600,Fishing,,,,,itu
237831700,Fishing,,,,,itu
237832900,Fishing,,,,,itu
237833500,Fishing,,,,,itu
237833600,Fishing,,,,1.0,itu
237833700,Fishing,,,,,itu
237834600,Fishing,,,,,itu
237834700,Fishing,,,,,itu
237835400,Fishing,,,,,itu
237835500,Fishing,,,,,itu
237835700,Fishing,,,,,itu
237836600,Fishing,,,,,itu
237836700,Non-fishing,Passenger,,,,five24
237837200,Fishing,,,,,itu
237838200,Fishing,,,,9.0,itu
237838300,Fishing,,,,,itu
237838400,Fishing,,,,2.0,itu
237839500,Fishing,,,,,itu
237839900,Fishing,,,,8.0,itu
237840400,Fishing,,,,,itu
237840600,Fishing,,,,,itu
237840800,Fishing,,,,,itu
237840900,Fishing,,,,,itu
237842100,Fishing,,,,,itu
237842400,Fishing,,,,3.0,itu
237844000,Fishing,,,,,itu
237845900,Fishing,,,,,itu
237847200,Fishing,,,,,itu
237849300,Fishing,,,,,itu
237849600,Fishing,,,,,itu
237849800,Fishing,,,,,itu
237849900,Fishing,,,,,itu
237850000,Fishing,Trawlers,,23.449999999999999,57.0,eu;itu
237850100,Fishing,,,,3.0,itu
237850700,Fishing,,,,,itu
237850800,Fishing,,,,,itu
237851600,Fishing,,,,,itu
237851800,Fishing,,,,,itu
237851900,Fishing,,,,10.0,itu
237852000,Fishing,Trawlers,,28.300000000000001,98.0,eu;itu
237852600,Fishing,,,,17.0,itu
237853000,Fishing,,,,,itu
237853700,Fishing,,,,,itu
237854300,Fishing,,,,,itu
237854600,Fishing,,,,,itu
237854900,Fishing,,,,6.0,itu
237855200,Fishing,,,,4.0,itu
237855700,Fishing,,,,,itu
237856200,Fishing,,,,,itu
237856500,Fishing,,,,7.0,itu
237857200,Fishing,,,,,itu
237857700,Fishing,,,,,itu
237858400,Fishing,,,,10.0,itu
237858800,Fishing,,,,1999.0,itu
237860000,Fishing,,,,,itu
237861000,Fishing,,,,85.0,itu
237861400,Fishing,,,,,itu
237863200,Fishing,,,,,itu
237863300,Fishing,,,,10.0,itu
237863800,Fishing,,,,,itu
237865900,Fishing,,,,,itu
237866100,Fishing,,,,19.0,itu
237868700,Fishing,,,,,itu
237868800,Fishing,,,,,itu
237869700,Fishing,,,,,itu
237869800,Fishing,,,,,itu
237870000,Fishing,Trawlers,,28.600000000000001,109.0,eu;itu
237871000,Fishing,Trawlers,,29.100000000000001,137.0,eu;itu
237874300,Fishing,,,,,itu
237875000,Fishing,,,,,itu
237875300,Fishing,,,,,itu
237876000,Fishing,Trawlers,,28.300000000000001,111.0,eu;itu
237876400,Fishing,,,,,itu
237878100,Fishing,,,,,itu
237878500,Fishing,,,,,itu
237880000,Fishing,,,30.0,171.0,eu;itu
237881000,Fishing,Trawlers,,34.399999999999999,211.0,eu;itu
237883000,Fishing,Trawlers,,28.199999999999999,144.0,eu;itu
237884000,Fishing,,,,66.0,itu
237885000,Fishing,,,28.149999999999999,,clav;eu;itu
237887000,Fishing,,,24.800000000000001,85.0,eu;itu
237887100,Fishing,,,,,itu
237887400,Fishing,,,,,itu
237889000,Fishing,Trawlers,,26.100000000000001,110.0,eu;itu
237890500,Fishing,,,,,itu
237893600,Fishing,,,,3.0,itu
237897400,Fishing,,,,17.0,itu
237897700,Fishing,,,,,itu
237897800,Fishing,,,,,itu
237899500,Fishing,,,,,itu
237900000,Fishing,Trawlers,,30.399999999999999,164.0,eu;itu
237902900,Fishing,,,,,itu
237904000,Fishing,,,,,itu
237904200,Fishing,,,,,itu
237905000,Fishing,Trawlers,,39.200000000000003,,eu;itu
237908700,Fishing,,,,12.0,itu
237910600,Fishing,,,,,itu
237911000,Fishing,,,28.5,157.0,eu
237912400,Fishing,,,,,itu
237912500,Fishing,,,,,itu
237913000,Fishing,,,,87.0,itu
237913600,Fishing,,,,,itu
237914000,Fishing,,,25.550000000000001,,eu;itu
237915000,Fishing,,,20.600000000000001,39.0,eu;itu
237916000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
237916100,Fishing,,,,,itu
237918000,Fishing,,,28.0,,clav;eu;itu
237919000,Fishing,Trawlers,,29.5,133.0,eu;itu
237920000,Fishing,,,21.0,59.0,eu;itu
237922000,Fishing,,,21.199999999999999,,eu;itu
237922100,Fishing,,,,,itu
237922200,Fishing,,,,,itu
237922400,Fishing,,,,,itu
237922700,Fishing,,,,,itu
237922800,Fishing,,,,,itu
237922900,Fishing,,,,,itu
237923100,Fishing,,,,,itu
237924000,Fishing,Trawlers,,21.859999999999999,58.0,eu;itu
237924800,Fishing,,,,,itu
237925500,Fishing,,,,,itu
237926100,Fishing,,,,10.0,itu
237927100,Fishing,,,,3.0,itu
237928700,Fishing,,,,,itu
237929400,Fishing,,,,16.0,itu
237929600,Fishing,,,,,itu
237930000,Fishing,Trawlers,,28.5,154.0,eu;itu
237930400,Fishing,,,,3.0,itu
237930900,Fishing,,,,11.0,itu
237932600,Fishing,,,,,itu
237934000,Fishing,Trawlers,,21.699999999999999,53.0,eu;itu
237935000,Fishing,,,,,itu
237936600,Fishing,,,,,itu
237936700,Fishing,,,,,itu
237937700,Fishing,,,,12.0,itu
237939100,Fishing,,,,,itu
237939800,Fishing,,,,3.0,itu
237940900,Fishing,,,,,itu
237946600,Fishing,,,,,itu
237947400,Fishing,,,,10.0,itu
237947500,Fishing,,,,,itu
237947600,Fishing,,,,,itu
237947900,Fishing,,,,,itu
237948600,Fishing,,,,,itu
237948700,Fishing,,,,,itu
237948800,Fishing,,,,4.0,itu
237949200,Fishing,,,,,itu
237949300,Fishing,,,,,itu
237949500,Fishing,,,,,itu
237950700,Fishing,,,,,itu
237951600,Fishing,,,,,itu
237952300,Fishing,,,,,itu
237952800,Fishing,,,,,itu
237953400,Fishing,,,,,itu
237953900,Fishing,,,,,itu
237954000,Fishing,,,20.149999999999999,38.0,eu;itu
237954900,Fishing,,,,,itu
237955500,Fishing,,,,,itu
237955600,Fishing,,,,2.0,itu
237955800,Fishing,,,,,itu
237956200,Fishing,,,,,itu
237956400,Fishing,,,,16.0,itu
237956900,Fishing,,,,,itu
237957100,Fishing,,,,5.0,itu
237957600,Fishing,,,,5.0,itu
237957700,Fishing,,,,,itu
237957800,Fishing,,,,,itu
237958000,Fishing,Purse seines,,25.300000000000001,116.03,eu;itu
237958100,Fishing,,,,,itu
237958300,Fishing,,,,7.0,itu
237958600,Fishing,,,,,itu
237958700,Fishing,,,,,itu
237959000,Fishing,Purse seines,,19.5,,eu;itu
237959300,Fishing,,,,,itu
237960000,Fishing,,,,,itu
237960800,Fishing,,,,,itu
237961000,Fishing,Purse seines,,23.579999999999998,59.0,eu;itu
237961400,Fishing,,,,,itu
237961900,Fishing,,,,28.0,itu
237962000,Fishing,Purse seines,,22.550000000000001,61.0,eu;itu
237962100,Fishing,,,,3.0,itu
237962400,Fishing,,,,4.0,itu
237962800,Fishing,,,,,itu
237962900,Fishing,,,,4.0,itu
237963000,Fishing,Purse seines,,20.649999999999999,39.0,eu
237963100,Fishing,,,,,itu
237963200,Fishing,,,,,itu
237964000,Fishing,,,,,itu
237964100,Fishing,,,,,itu
237964600,Fishing,,,,,itu
237965000,Fishing,,,,,itu
237965300,Fishing,,,,,itu
237965400,Fishing,,,,10.0,itu
237965900,Fishing,,,,4.0,itu
237966600,Fishing,,,,,itu
237967300,Fishing,,,,,itu
237967600,Fishing,,,,20.0,itu
237968000,Fishing,Purse seines,,26.0,98.0,eu;itu
237968800,Fishing,,,,,itu
237969000,Fishing,,,,,itu
237969200,Fishing,,,,,itu
237969400,Fishing,,,,,itu
237970200,Fishing,,,,,itu
237970400,Fishing,,,,9.0,itu
237971200,Fishing,,,,,itu
237975300,Fishing,,,,,itu
237975900,Fishing,,,,11.0,itu
237976600,Fishing,,,,13.0,itu
237976900,Fishing,,,,,itu
237977200,Fishing,,,,,itu
237977500,Fishing,,,,,itu
237977800,Fishing,,,,,itu
237977900,Fishing,,,,,itu
237978100,Fishing,,,,,itu
237978300,Fishing,,,,,itu
237978700,Fishing,,,,,itu
237979100,Fishing,,,,11.0,itu
237979200,Fishing,,,,11.0,itu
237980000,Fishing,Purse seines,,20.5,43.0,eu;itu
237980300,Fishing,,,,11.0,itu
237980500,Fishing,,,,,itu
237981800,Fishing,,,,14.0,itu
237981900,Fishing,,,,,itu
237982000,Fishing,,,,,itu
237982400,Fishing,,,,,itu
237983000,Fishing,,,20.149999999999999,45.0,eu;itu
237983200,Fishing,,,,,itu
237983300,Fishing,,,,,itu
237983500,Fishing,,,,,itu
237984000,Fishing,,,,,itu
237987000,Fishing,,,,,itu
237989000,Fishing,,,,49.0,itu
237990400,Fishing,,,,,itu
237990600,Fishing,,,,,itu
237990700,Fishing,,,,13.0,itu
237990800,Fishing,,,,16.0,itu
237991300,Fishing,,,,,itu
237991900,Fishing,,,,,itu
237992200,Fishing,,,,9.0,itu
237992500,Fishing,,,,,itu
237993000,Fishing,Purse seines,,19.949999999999999,46.0,eu;itu
237994000,Fishing,Purse seines,,18.199999999999999,32.0,eu;itu
237994400,Fishing,,,,13.0,itu
237995000,Fishing,,,,,itu
237995900,Fishing,,,,,itu
237996000,Fishing,Purse seines,,18.399999999999999,33.0,eu;itu
237996100,Fishing,,,,,itu
237998000,Fishing,,,,50.0,itu
237998900,Fishing,,,,12.0,itu
237999100,Fishing,,,,16.0,itu
237999400,Fishing,,,,,itu
237999600,Fishing,,,,,itu
237999900,Fishing,,,,14.0,itu
238000001,Fishing,Trawlers,,20.100000000000001,60.0,eu
238000005,Fishing,,,19.0,33.0,eu
238001340,Fishing,,,17.149999999999999,36.07,eu
238007640,Fishing,Purse seines,,17.399999999999999,22.43,eu
238010340,Fishing,,,26.350000000000001,80.629999999999995,eu
238014840,Fishing,,,17.800000000000001,40.0,eu
238016640,Fishing,,,19.469999999999999,37.509999999999998,eu
238017240,Non-fishing,Passenger,,,,alex
238017840,Fishing,Trawlers,,17.949999999999999,29.129999999999999,eu
238019440,Fishing,,,17.550000000000001,24.0,eu
238019940,Fishing,Trawlers,,25.600000000000001,130.0,eu
238025240,Non-fishing,Passenger,Sailing,,,five24
238037040,Fishing,Purse seines,,17.550000000000001,26.969999999999999,eu
238102540,Fishing,,,17.800000000000001,30.0,eu
238103440,Fishing,,,25.5,113.0,eu
238111111,Fishing,,,20.550000000000001,70.0,eu
238114940,Fishing,,,21.699999999999999,56.0,eu
238116540,Non-fishing,Passenger,,,,five24
238116740,Fishing,Purse seines,,23.710000000000001,124.0,eu
238116840,Fishing,,,23.710000000000001,124.0,eu
238117140,Fishing,Trawlers,,21.600000000000001,129.0,eu
238117240,Fishing,Trawlers,,19.949999999999999,73.0,eu
238117940,Fishing,,,24.149999999999999,115.0,eu
238123456,Fishing,Trawlers,,26.190000000000001,97.0,eu
238150000,Fishing,,,20.469999999999999,74.0,eu
238160240,Fishing,Purse seines,,20.449999999999999,74.700000000000003,eu
238161640,Fishing,,,26.27,215.0,eu
238162240,Fishing,,,15.73,24.0,eu
238180540,Fishing,Purse seines,,20.350000000000001,74.170000000000002,eu
238192340,Fishing,,,24.199999999999999,116.02,eu
238197240,Fishing,,,18.300000000000001,37.0,eu
238217440,Fishing,,,22.100000000000001,72.0,eu
238277740,Fishing,,,18.370000000000001,33.0,eu
238279740,Fishing,,,23.710000000000001,124.0,eu
238281140,Fishing,,,26.899999999999999,122.0,eu
238284000,Fishing,,,17.899999999999999,36.0,eu
238288740,Fishing,Purse seines,,25.399999999999999,112.0,eu
238294140,Fishing,,,25.789999999999999,100.0,eu
238299299,Fishing,Purse seines,,20.350000000000001,64.0,eu
238300140,Fishing,,,25.800000000000001,94.0,eu
238302000,Non-fishing,Passenger,Sailing,,,five24
238308040,Fishing,,,30.899999999999999,172.0,eu
238309540,Fishing,Purse seines,,30.899999999999999,172.0,eu
238316240,Fishing,,,25.649999999999999,152.0,eu
238316440,Fishing,Trawlers,,17.649999999999999,40.0,eu
238337540,Fishing,Trawlers,,24.940000000000001,155.0,eu
238343740,Fishing,,,18.800000000000001,39.0,eu
238361240,Fishing,,,26.449999999999999,163.0,eu
238361340,Fishing,,,25.27,142.0,eu
238366440,Fishing,Purse seines,,23.710000000000001,118.65000000000001,eu
238369040,Fishing,,,37.100000000000001,247.0,eu
238381540,Fishing,,,22.550000000000001,49.0,eu
238390540,Fishing,Purse seines,,22.300000000000001,67.0,eu
238400640,Fishing,,,19.050000000000001,43.0,eu
238400840,Fishing,,,28.960000000000001,162.0,eu
238403040,Fishing,,,29.010000000000002,179.0,eu
238411040,Fishing,Purse seines,,25.649999999999999,152.0,eu
238413540,Fishing,Trawlers,,17.25,28.0,eu
238416040,Fishing,Purse seines,,23.710000000000001,124.0,eu
238420640,Fishing,,,21.43,77.0,eu
238424040,Fishing,,,18.210000000000001,37.82,eu
238429040,Fishing,,,16.719999999999999,29.0,eu
238443140,Fishing,,,23.199999999999999,66.0,eu
238443406,Fishing,Purse seines,,17.699999999999999,28.57,eu
238448840,Fishing,,,22.359999999999999,62.0,eu
238451240,Fishing,Trawlers,,21.780000000000001,70.0,eu
238469740,Fishing,Purse seines,,28.199999999999999,161.0,eu
238469840,Fishing,Purse seines,,28.940000000000001,163.0,eu
238506240,Fishing,,,27.199999999999999,105.0,eu
238536710,Fishing,,,15.56,38.0,eu
238547610,Fishing,Trawlers,,19.960000000000001,55.0,eu
238556710,Fishing,Trawlers,,20.199999999999999,48.0,eu
238561110,Fishing,,,29.440000000000001,144.0,eu
238563210,Fishing,,,16.149999999999999,30.0,eu
238572410,Fishing,,,18.949999999999999,39.0,eu
238581110,Fishing,Trawlers,,17.550000000000001,27.789999999999999,eu
238582510,Fishing,Purse seines,,22.850000000000001,72.0,eu
238583910,Fishing,,,20.649999999999999,72.0,eu
238592240,Non-fishing,Passenger,Sailing,,,five24
238592410,Fishing,,,17.300000000000001,26.0,eu
238598010,Fishing,,,17.300000000000001,26.0,eu
238604010,Fishing,Purse seines,,18.699999999999999,28.0,eu
238613210,Fishing,,,24.600000000000001,102.0,eu
238621140,Fishing,Purse seines,,20.5,69.0,eu
238622240,Fishing,Purse seines,,24.550000000000001,81.0,eu
238622310,Fishing,,,24.969999999999999,111.0,eu
238623740,Fishing,Purse seines,,23.710000000000001,118.65000000000001,eu
238624910,Fishing,,,39.159999999999997,385.0,eu
238625240,Fishing,Trawlers,,17.100000000000001,29.0,eu
238641410,Fishing,,,20.5,68.0,eu
238644110,Fishing,,,19.239999999999998,39.0,eu
238647310,Fishing,,,24.600000000000001,73.280000000000001,eu
238648410,Non-fishing,Passenger,,,,five24
238649510,Fishing,Trawlers,,19.829999999999998,64.0,eu
238650340,Non-fishing,Passenger,Sailing,,,five24
238654610,Fishing,Trawlers,,32.299999999999997,187.19,eu
238655940,Fishing,,,17.300000000000001,24.969999999999999,eu
238669140,Fishing,,,17.550000000000001,26.960000000000001,eu
238673640,Fishing,Purse seines,,20.600000000000001,59.0,eu
238675840,Fishing,Trawlers,,16.899999999999999,34.0,eu
238743340,Fishing,,,20.48,65.0,eu
238744540,Fishing,,,22.66,97.0,eu
238751940,Fishing,,,23.120000000000001,100.0,eu
238752040,Fishing,,,25.27,97.0,eu
238752140,Fishing,,,30.300000000000001,128.0,eu
238752740,Fishing,,,23.710000000000001,124.0,eu
238757740,Fishing,,,16.469999999999999,38.0,eu
238759040,Fishing,Trawlers,,17.48,21.0,eu
238764940,Fishing,,,27.399999999999999,142.0,eu
238765040,Fishing,,,27.399999999999999,142.0,eu
238765540,Fishing,Purse seines,,20.449999999999999,65.0,eu
238770640,Fishing,,,28.850000000000001,169.0,eu
238771340,Fishing,Purse seines,,39.950000000000003,328.0,eu
238771540,Fishing,Purse seines,,25.82,90.0,eu
238778540,Fishing,,,39.799999999999997,328.0,eu
238790840,Fishing,,,18.120000000000001,58.0,eu
238791540,Fishing,Trawlers,,19.350000000000001,54.0,eu
238791640,Fishing,Trawlers,,17.899999999999999,41.0,eu
238794240,Fishing,,,30.800000000000001,187.0,eu
238795940,Fishing,,,17.5,40.0,eu
238798340,Fishing,,,17.530000000000001,37.0,eu
238825840,Fishing,,,25.199999999999999,106.0,eu
238836740,Fishing,Purse seines,,23.710000000000001,124.0,eu
238837240,Fishing,,,25.649999999999999,134.0,eu
238838740,Fishing,,,28.960000000000001,151.0,eu
238880340,Fishing,Purse seines,,39.950000000000003,328.0,eu
238882640,Fishing,,,40.149999999999999,328.0,eu
238887840,Fishing,,,16.879999999999999,24.43,eu
238892340,Fishing,,,27.239999999999998,127.0,eu
238896140,Fishing,,,17.32,26.0,eu
238898940,Fishing,Trawlers,,16.719999999999999,29.0,eu
238899140,Fishing,,,27.440000000000001,140.0,eu
238899240,Fishing,,,30.18,172.0,eu
238900840,Fishing,,,29.100000000000001,165.0,eu
238902840,Fishing,,,31.100000000000001,172.0,eu
238905540,Fishing,,,26.399999999999999,115.0,eu
238909140,Fishing,Purse seines,,30.899999999999999,171.0,eu
238914540,Fishing,,,25.350000000000001,129.0,eu
238939940,Fishing,Purse seines,,34.399999999999999,272.0,eu
238947740,Fishing,Trawlers,,16.149999999999999,33.0,eu
238955240,Fishing,Trawlers,,17.899999999999999,36.0,eu
238955340,Fishing,,,18.5,47.0,eu
238957040,Fishing,Purse seines,,25.0,69.0,eu
238958248,Fishing,,,16.75,27.0,eu
238961610,Fishing,Trawlers,,17.949999999999999,29.129999999999999,eu
238963340,Fishing,,,23.710000000000001,124.0,eu
238967810,Fishing,,,21.760000000000002,49.0,eu
238968740,Non-fishing,Passenger,Sailing,,,five24
238972240,Fishing,,,16.030000000000001,27.0,eu
238975610,Fishing,Purse seines,,28.649999999999999,149.0,eu
238982010,Fishing,,,17.5,29.0,eu
238983610,Fishing,Trawlers,,32.479999999999997,207.0,eu
238984610,Fishing,Trawlers,,21.399999999999999,65.0,eu
238989740,Fishing,,,25.449999999999999,111.0,eu
238990110,Fishing,Purse seines,,28.5,156.0,eu
238993240,Fishing,Purse seines,,32.399999999999999,194.0,eu
238998210,Fishing,Trawlers,,27.390000000000001,85.0,eu
239002400,Fishing,,,,18.0,itu
239002900,Fishing,,,,,itu
239003400,Fishing,,,,13.0,itu
239003500,Fishing,,,,4.0,itu
239005900,Fishing,,,,,itu
239006500,Fishing,,,,,itu
239007300,Fishing,,,,,itu
239008600,Fishing,,,,13.0,itu
239008700,Fishing,,,,,itu
239008800,Fishing,,,,,itu
239009300,Fishing,,,,,itu
239010100,Fishing,,,,,itu
239012400,Fishing,,,,,itu
239013000,Fishing,,,22.690000000000001,50.0,eu;itu
239014800,Fishing,,,,,itu
239016000,Fishing,,,23.899999999999999,66.0,eu;itu
239017000,Fishing,Purse seines,,24.0,82.0,eu;itu
239020000,Fishing,Purse seines,,22.100000000000001,52.0,eu;itu
239021000,Fishing,Purse seines,,25.440000000000001,85.0,eu;itu
239022000,Fishing,Purse seines,,22.050000000000001,47.0,eu;itu
239023000,Fishing,,,23.0,56.0,eu;itu
239023300,Fishing,,,,12.0,itu
239025000,Fishing,,,,47.0,itu
239028000,Fishing,Purse seines,,20.699999999999999,42.0,eu
239031000,Fishing,Purse seines,,27.699999999999999,99.0,eu
239037700,Fishing,,,,,itu
239038200,Fishing,,,,,itu
239039400,Fishing,,,,,itu
239039600,Fishing,,,,1.0,itu
239039700,Fishing,,,,,itu
239040200,Fishing,,,,,itu
239040500,Fishing,,,,16.0,itu
239040600,Fishing,,,,,itu
239040700,Fishing,,,,,itu
239043300,Fishing,,,,,itu
239043600,Fishing,,,,,itu
239044000,Fishing,Purse seines,,20.850000000000001,,eu;itu
239044100,Fishing,,,,20.0,itu
239046600,Fishing,,,,,itu
239048000,Fishing,,,,,itu
239049000,Fishing,,,,,itu
239049100,Fishing,,,,18.0,itu
239050000,Fishing,Purse seines,,22.0,60.0,eu;itu
239050100,Fishing,,,,,itu
239050600,Fishing,,,,,itu
239051000,Fishing,,,,,itu
239051400,Fishing,,,,6.0,itu
239052100,Fishing,,,,,itu
239052200,Fishing,,,,,itu
239052700,Fishing,,,,,itu
239053000,Fishing,Purse seines,,23.100000000000001,76.0,eu;itu
239055000,Fishing,Purse seines,,24.300000000000001,103.0,eu
239056000,Fishing,Purse seines,,26.75,83.0,eu
239058000,Fishing,,,23.300000000000001,85.0,eu
239062000,Fishing,Purse seines,,24.699999999999999,77.0,eu
239062700,Fishing,,,,,itu
239063700,Fishing,,,,,itu
239064800,Fishing,,,,12.0,itu
239064900,Fishing,,,,14.0,itu
239066000,Fishing,Purse seines,,21.850000000000001,56.0,eu;itu
239067300,Fishing,,,,,itu
239067800,Fishing,,,,,itu
239068000,Fishing,Purse seines,,20.800000000000001,42.0,eu;itu
239068700,Fishing,,,,,itu
239069700,Fishing,,,,,itu
239070600,Fishing,,,,,itu
239072200,Fishing,,,,,itu
239073000,Fishing,,,,,itu
239074200,Fishing,,,,,itu
239074700,Fishing,,,,,itu
239075500,Fishing,,,,,itu
239075600,Fishing,,,,,itu
239079000,Fishing,Purse seines,,20.800000000000001,67.0,eu;itu
239080100,Fishing,,,,,itu
239083000,Fishing,,,22.0,67.0,eu;itu
239084000,Fishing,Purse seines,,23.859999999999999,61.0,eu
239084800,Fishing,,,,,itu
239085000,Fishing,Purse seines,,20.300000000000001,41.0,eu;itu
239085500,Fishing,,,,15.0,itu
239085600,Fishing,,,,,itu
239085900,Fishing,,,,,itu
239086000,Fishing,Purse seines,,23.100000000000001,61.0,eu;itu
239086100,Fishing,,,,,itu
239086300,Fishing,,,,,itu
239086500,Fishing,,,,12.0,itu
239087100,Fishing,,,,,itu
239088000,Fishing,,,22.5,64.0,eu;itu
239088100,Fishing,,,,,itu
239088600,Fishing,,,,11.0,itu
239088700,Fishing,,,,,itu
239089100,Fishing,,,,,itu
239089400,Fishing,,,,,itu
239089800,Fishing,,,,,itu
239090400,Fishing,,,,,itu
239090500,Fishing,,,,,itu
239091400,Fishing,,,,,itu
239091500,Fishing,,,,,itu
239092200,Fishing,,,,,itu
239092600,Fishing,,,,12.0,itu
239092800,Fishing,,,,,itu
239093000,Fishing,Purse seines,,22.879999999999999,56.0,eu;itu
239093100,Fishing,,,,,itu
239093500,Fishing,,,,,itu
239093600,Fishing,,,,,itu
239093700,Fishing,,,,,itu
239093800,Fishing,,,,,itu
239094000,Fishing,Purse seines,,22.199999999999999,45.0,eu;itu
239094400,Fishing,,,,12.0,itu
239095400,Fishing,,,,,itu
239096000,Fishing,,,18.199999999999999,39.0,eu;itu
239096100,Fishing,,,,,itu
239096200,Fishing,,,,11.0,itu
239096600,Fishing,,,,,itu
239097000,Fishing,,,19.5,35.0,eu;itu
239097300,Fishing,,,,13.0,itu
239097500,Fishing,,,,,itu
239097600,Fishing,,,,,itu
239097800,Fishing,,,,,itu
239098000,Fishing,,,19.050000000000001,,eu;itu
239099800,Fishing,,,,13.0,itu
239100000,Fishing,Purse seines,,18.27,32.0,eu;itu
239100600,Fishing,,,,,itu
239101000,Fishing,,,23.550000000000001,,eu;itu
239101800,Fishing,,,,,itu
239101900,Fishing,,,,,itu
239102700,Fishing,,,,,itu
239103400,Fishing,,,,,itu
239104200,Fishing,,,,5.0,itu
